2020-00418|2020-08-04|Goldeen-Ambre|{Ergonomic Wooden Watch,8};{Intelligent Leather Bottle,4};{Mediocre Concrete Keyboard,10};{Awesome Bronze Car,14};{Practical Wooden Bench,3};{Incredible Cotton Knife,9};{Synergistic Wooden Clock,13};{Heavy Duty Marble Watch,13};{Small Iron Bottle,2};{Small Copper Plate,4};{Aerodynamic Cotton Shoes,12};{Enormous Iron Chair,1};{Gorgeous Paper Coat,12};{Aerodynamic Linen Coat,2};{Heavy Duty Cotton Shirt,1};{Lightweight Marble Clock,4};{Aerodynamic Granite Bench,8};{Heavy Duty Steel Clock,12};{Intelligent Iron Gloves,3};{Ergonomic Rubber Chair,10};{Rustic Wooden Bag,0};{Synergistic Bronze Watch,14};{Aerodynamic Iron Keyboard,13};{Aerodynamic Bronze Bench,5};{Intelligent Wooden Knife,1};{Enormous Cotton Gloves,5};{Intelligent Concrete Clock,10};{Heavy Duty Copper Bottle,2};{Practical Marble Hat,8};{Gorgeous Leather Knife,11};{Heavy Duty Aluminum Coat,3};{Rustic Wool Lamp,1};{Ergonomic Granite Chair,13}
2020-00539|2020-10-12|Dratini-Mélissa|{Rustic Paper Bottle,2};{Sleek Rubber Chair,10};{Lightweight Cotton Coat,3};{Rustic Marble Watch,9};{Lightweight Wooden Wallet,4};{Lightweight Bronze Car,2};{Enormous Cotton Table,7};{Mediocre Granite Wallet,11};{Enormous Wooden Gloves,6};{Lightweight Wool Gloves,5};{Durable Rubber Computer,7};{Practical Marble Plate,1};{Intelligent Copper Lamp,3};{Incredible Wooden Computer,9};{Incredible Copper Wallet,13};{Durable Bronze Keyboard,14};{Lightweight Marble Clock,10};{Incredible Concrete Knife,1};{Rustic Granite Wallet,10};{Practical Plastic Plate,6};{Rustic Bronze Watch,4};{Intelligent Wooden Plate,10};{Intelligent Marble Pants,8};{Incredible Wool Bottle,7};{Heavy Duty Steel Clock,2};{Intelligent Aluminum Knife,4};{Awesome Granite Gloves,11};{Lightweight Aluminum Gloves,4};{Mediocre Linen Wallet,12};{Sleek Iron Coat,8};{Ergonomic Copper Computer,11};{Rustic Cotton Shirt,6};{Durable Aluminum Bottle,12};{Enormous Wooden Coat,1};{Aerodynamic Paper Bottle,1};{Sleek Steel Hat,5}
2020-00417|2020-08-03|Exeggcute-Camille|{Small Wool Bottle,12};{Enormous Bronze Bottle,6};{Intelligent Iron Chair,12};{Incredible Bronze Car,5};{Ergonomic Marble Coat,8};{Synergistic Wooden Clock,13};{Rustic Marble Keyboard,4};{Rustic Aluminum Clock,1};{Practical Granite Wallet,9};{Sleek Bronze Car,5};{Aerodynamic Iron Table,7};{Fantastic Wooden Bag,0};{Rustic Rubber Knife,2};{Practical Bronze Clock,9};{Synergistic Cotton Bench,5};{Aerodynamic Bronze Bench,2};{Incredible Copper Shirt,10};{Awesome Leather Bench,12};{Mediocre Marble Pants,13};{Lightweight Leather Shoes,10};{Mediocre Marble Clock,11};{Heavy Duty Cotton Hat,10};{Enormous Iron Bench,4};{Aerodynamic Steel Clock,0};{Gorgeous Concrete Car,8}
2020-00538|2020-10-11|Nidoran-Ethan|{Practical Linen Chair,5};{Lightweight Aluminum Knife,5};{Synergistic Bronze Computer,4};{Small Cotton Pants,0};{Sleek Steel Shirt,10};{Sleek Wool Chair,0};{Synergistic Cotton Lamp,13};{Small Plastic Lamp,1};{Aerodynamic Paper Chair,5};{Intelligent Marble Chair,8};{Incredible Copper Pants,13};{Awesome Bronze Watch,11};{Enormous Plastic Plate,7};{Enormous Copper Lamp,2};{Practical Marble Hat,14};{Incredible Iron Car,13};{Gorgeous Plastic Shoes,13};{Practical Cotton Shoes,9};{Fantastic Aluminum Pants,0};{Enormous Copper Car,8};{Rustic Linen Coat,9};{Heavy Duty Cotton Shirt,10};{Aerodynamic Linen Bag,0}
2020-00659|2020-12-14|Ninetales-Mael|{Intelligent Wooden Bench,13};{Mediocre Silk Lamp,7};{Intelligent Leather Bottle,6};{Sleek Aluminum Pants,7};{Incredible Bronze Car,10};{Lightweight Cotton Coat,11};{Sleek Wool Chair,11};{Lightweight Wooden Wallet,0};{Heavy Duty Leather Bench,7};{Gorgeous Marble Wallet,4};{Ergonomic Marble Bench,1};{Rustic Cotton Car,14};{Mediocre Paper Keyboard,13};{Practical Granite Wallet,10};{Gorgeous Paper Coat,11};{Sleek Paper Lamp,7};{Small Cotton Table,14};{Synergistic Iron Computer,9};{Fantastic Bronze Table,4};{Incredible Copper Pants,10};{Ergonomic Steel Car,5};{Gorgeous Plastic Wallet,14};{Lightweight Linen Chair,3};{Intelligent Concrete Wallet,1};{Durable Aluminum Bottle,2};{Rustic Cotton Shirt,1};{Ergonomic Granite Chair,14}
2020-00416|2020-08-03|Gyarados-Clara|{Mediocre Concrete Keyboard,7};{Aerodynamic Rubber Chair,0};{Rustic Rubber Knife,4};{Practical Plastic Bottle,2};{Sleek Linen Car,1};{Durable Wool Chair,8};{Ergonomic Cotton Shirt,11};{Durable Silk Hat,11};{Enormous Steel Shoes,2};{Intelligent Wooden Gloves,3};{Enormous Wooden Coat,7};{Mediocre Marble Pants,2};{Ergonomic Cotton Plate,5};{Mediocre Steel Wallet,4};{Intelligent Aluminum Keyboard,10};{Practical Rubber Plate,7};{Durable Wooden Bottle,6}
2020-00537|2020-10-11|Nidorino-Maëlys|{Rustic Bronze Watch,8};{Synergistic Concrete Shoes,2};{Gorgeous Wool Coat,4};{Practical Concrete Lamp,8};{Awesome Bronze Car,5};{Awesome Bronze Pants,3};{Fantastic Marble Chair,7};{Sleek Paper Computer,7};{Intelligent Aluminum Knife,2};{Intelligent Wool Lamp,1};{Incredible Copper Pants,4};{Heavy Duty Bronze Car,10};{Fantastic Linen Keyboard,5};{Enormous Wooden Coat,0};{Aerodynamic Wool Knife,13};{Aerodynamic Linen Keyboard,11};{Incredible Bronze Pants,8};{Practical Rubber Plate,11};{Durable Aluminum Knife,12};{Sleek Bronze Car,13};{Sleek Steel Bench,8}
2020-00658|2020-12-14|Mewtwo-Mathilde|{Synergistic Wool Shoes,3};{Synergistic Copper Car,0};{Intelligent Leather Bottle,7};{Practical Wooden Bench,10};{Mediocre Concrete Keyboard,5};{Sleek Steel Shirt,13};{Synergistic Cotton Lamp,7};{Lightweight Bronze Car,14};{Mediocre Rubber Plate,9};{Gorgeous Paper Knife,6};{Enormous Wooden Gloves,9};{Small Bronze Lamp,2};{Gorgeous Copper Gloves,6};{Heavy Duty Aluminum Gloves,1};{Ergonomic Paper Lamp,6};{Lightweight Copper Lamp,9};{Incredible Steel Chair,3};{Heavy Duty Aluminum Clock,12};{Practical Granite Wallet,3};{Awesome Plastic Table,9};{Fantastic Granite Hat,14};{Synergistic Iron Computer,2};{Small Bronze Wallet,4};{Heavy Duty Silk Computer,4};{Mediocre Steel Gloves,5};{Sleek Silk Knife,10};{Aerodynamic Marble Watch,7};{Synergistic Marble Table,4};{Gorgeous Cotton Lamp,14};{Practical Copper Chair,6};{Aerodynamic Steel Wallet,3};{Sleek Iron Coat,13};{Gorgeous Plastic Wallet,8};{Small Copper Bag,14};{Gorgeous Plastic Shoes,11};{Enormous Concrete Keyboard,3};{Sleek Steel Hat,5};{Aerodynamic Plastic Car,12};{Intelligent Aluminum Keyboard,14};{Gorgeous Aluminum Computer,3};{Lightweight Concrete Keyboard,12};{Synergistic Linen Keyboard,13}
2020-00415|2020-08-03|Pikachu-Romane|{Awesome Linen Clock,13};{Awesome Bronze Car,12};{Synergistic Cotton Lamp,0};{Lightweight Linen Gloves,6};{Ergonomic Steel Bench,12};{Rustic Marble Car,10};{Ergonomic Marble Bench,12};{Rustic Granite Gloves,8};{Durable Copper Table,5};{Intelligent Wooden Gloves,14};{Aerodynamic Wool Knife,8};{Gorgeous Leather Knife,13};{Rustic Linen Coat,5};{Awesome Bronze Lamp,0};{Gorgeous Silk Car,3};{Sleek Bronze Plate,3};{Enormous Iron Bench,14};{Fantastic Silk Wallet,13};{Mediocre Leather Shoes,2}
2020-00536|2020-10-11|Kangaskhan-Clara|{Small Cotton Pants,6};{Gorgeous Rubber Computer,13};{Practical Wooden Shoes,8};{Durable Aluminum Bench,4};{Sleek Silk Bag,1};{Aerodynamic Wool Clock,7};{Incredible Copper Car,1};{Sleek Copper Pants,6};{Incredible Wool Gloves,12};{Small Copper Plate,8};{Heavy Duty Aluminum Clock,5};{Gorgeous Leather Computer,12};{Sleek Paper Lamp,5};{Gorgeous Marble Chair,9};{Durable Plastic Chair,12};{Intelligent Copper Car,10};{Mediocre Wooden Keyboard,0};{Practical Rubber Coat,8};{Synergistic Steel Knife,12};{Aerodynamic Silk Car,0};{Incredible Wool Bottle,7};{Intelligent Aluminum Knife,8};{Synergistic Concrete Bottle,8};{Rustic Copper Coat,6};{Practical Copper Chair,0};{Aerodynamic Steel Wallet,0};{Lightweight Linen Chair,4};{Fantastic Linen Keyboard,6};{Aerodynamic Plastic Keyboard,11};{Sleek Linen Chair,8}
2020-00657|2020-12-13|Oddish-Arthur|{Intelligent Wooden Bench,2};{Intelligent Leather Bottle,9};{Awesome Iron Shirt,0};{Mediocre Copper Pants,6};{Fantastic Copper Bag,5};{Sleek Wool Chair,8};{Sleek Paper Computer,0};{Mediocre Granite Wallet,12};{Ergonomic Wooden Knife,7};{Enormous Marble Car,0};{Lightweight Steel Car,3};{Intelligent Wool Lamp,10};{Small Iron Bottle,0};{Heavy Duty Steel Table,1};{Sleek Wooden Gloves,6};{Intelligent Bronze Hat,3};{Incredible Rubber Watch,4};{Fantastic Granite Hat,4};{Sleek Copper Lamp,6};{Sleek Steel Bench,12};{Practical Rubber Coat,4};{Ergonomic Wool Table,0};{Ergonomic Rubber Chair,7};{Incredible Copper Pants,10};{Lightweight Aluminum Gloves,4};{Practical Copper Chair,6};{Intelligent Concrete Wallet,2};{Durable Iron Hat,0};{Enormous Wooden Coat,0};{Small Paper Watch,10};{Ergonomic Concrete Knife,4};{Fantastic Silk Wallet,4}
2020-00414|2020-08-02|Kangaskhan-Clara|{Practical Plastic Plate,0};{Heavy Duty Cotton Lamp,8};{Ergonomic Concrete Bag,14};{Enormous Rubber Clock,1};{Durable Linen Pants,8};{Practical Aluminum Bag,5};{Fantastic Steel Table,8};{Rustic Steel Coat,11};{Durable Marble Keyboard,0};{Lightweight Wooden Wallet,14};{Enormous Aluminum Computer,5};{Rustic Paper Wallet,7};{Enormous Steel Shoes,0};{Enormous Plastic Computer,9};{Sleek Wool Car,2};{Rustic Linen Coat,11};{Fantastic Silk Wallet,14};{Sleek Bronze Car,12}
2020-00535|2020-10-11|Gyarados-Clara|{Intelligent Wooden Bench,12};{Ergonomic Wooden Watch,11};{Enormous Silk Shoes,5};{Sleek Granite Wallet,11};{Aerodynamic Concrete Hat,10};{Mediocre Copper Pants,8};{Awesome Linen Clock,12};{Heavy Duty Linen Clock,10};{Awesome Aluminum Lamp,5};{Fantastic Wool Keyboard,14};{Ergonomic Leather Lamp,0};{Enormous Plastic Lamp,7};{Mediocre Marble Bottle,0};{Lightweight Concrete Coat,4};{Incredible Wooden Computer,3};{Heavy Duty Cotton Shirt,10};{Mediocre Concrete Table,2};{Small Bronze Wallet,4};{Practical Concrete Lamp,10};{Small Wooden Shirt,6};{Ergonomic Wool Table,3};{Fantastic Marble Chair,3};{Lightweight Granite Plate,8};{Heavy Duty Wooden Shirt,10};{Rustic Marble Car,10};{Practical Steel Watch,9};{Intelligent Wooden Knife,8};{Ergonomic Copper Computer,13};{Intelligent Cotton Bag,13};{Sleek Steel Table,13};{Mediocre Marble Pants,11};{Gorgeous Wool Hat,8};{Practical Plastic Bench,14};{Awesome Wool Hat,3}
2020-00656|2020-12-12|Goldeen-Ambre|{Sleek Granite Wallet,0};{Ergonomic Wooden Watch,9};{Ergonomic Concrete Bag,0};{Durable Leather Clock,12};{Sleek Rubber Chair,7};{Synergistic Concrete Chair,11};{Heavy Duty Leather Bench,13};{Ergonomic Marble Coat,7};{Small Wooden Keyboard,0};{Incredible Wooden Computer,7};{Mediocre Steel Wallet,2};{Ergonomic Rubber Clock,12};{Sleek Linen Gloves,2};{Synergistic Rubber Clock,1};{Intelligent Copper Car,6};{Synergistic Bronze Computer,1};{Sleek Aluminum Gloves,11};{Durable Linen Pants,12};{Enormous Cotton Watch,14};{Intelligent Iron Gloves,5};{Ergonomic Rubber Chair,8};{Rustic Copper Coat,1};{Ergonomic Copper Computer,4};{Heavy Duty Aluminum Coat,2};{Small Marble Gloves,4};{Lightweight Concrete Keyboard,7}
2020-00413|2020-08-02|Mewtwo-Mathilde|{Aerodynamic Iron Car,10};{Lightweight Wooden Wallet,8};{Incredible Cotton Knife,8};{Incredible Leather Bench,8};{Enormous Cotton Table,6};{Sleek Silk Table,7};{Heavy Duty Marble Watch,3};{Rustic Aluminum Clock,1};{Lightweight Copper Lamp,4};{Synergistic Paper Keyboard,11};{Lightweight Plastic Shirt,13};{Incredible Silk Bench,12};{Mediocre Granite Gloves,9};{Sleek Bronze Plate,2};{Fantastic Granite Hat,8};{Synergistic Rubber Clock,6};{Fantastic Granite Computer,7};{Awesome Wooden Bench,4};{Lightweight Aluminum Knife,6};{Intelligent Marble Pants,9};{Gorgeous Plastic Table,2};{Small Paper Plate,6};{Aerodynamic Paper Chair,4};{Intelligent Silk Bench,7};{Fantastic Bronze Table,8};{Ergonomic Steel Car,10};{Gorgeous Wooden Keyboard,9};{Intelligent Concrete Wallet,8};{Lightweight Leather Shoes,13};{Heavy Duty Cotton Hat,7};{Aerodynamic Steel Clock,4};{Gorgeous Copper Wallet,2}
2020-00534|2020-10-11|Vaporeon-Maxence|{Rustic Paper Bottle,9};{Enormous Rubber Clock,13};{Mediocre Concrete Keyboard,3};{Lightweight Bronze Car,7};{Synergistic Cotton Lamp,1};{Small Iron Bottle,11};{Heavy Duty Aluminum Gloves,5};{Heavy Duty Rubber Bag,5};{Ergonomic Wool Knife,6};{Aerodynamic Wool Knife,5};{Mediocre Bronze Coat,2};{Mediocre Steel Wallet,6};{Lightweight Concrete Shirt,13};{Aerodynamic Iron Table,11};{Durable Steel Computer,10};{Mediocre Leather Shoes,10};{Practical Copper Bottle,13};{Intelligent Marble Pants,0};{Fantastic Marble Chair,10};{Gorgeous Marble Bottle,8};{Small Marble Hat,10};{Ergonomic Steel Bench,10};{Aerodynamic Marble Computer,10};{Aerodynamic Marble Watch,0};{Practical Aluminum Bench,5};{Lightweight Linen Chair,5};{Intelligent Concrete Wallet,9};{Incredible Paper Keyboard,12};{Aerodynamic Plastic Keyboard,7};{Awesome Aluminum Plate,14};{Lightweight Wool Wallet,12}
2020-00655|2020-12-12|Spearow-Mattéo|{Enormous Silk Shoes,7};{Synergistic Copper Car,3};{Intelligent Leather Bottle,4};{Awesome Bronze Car,14};{Synergistic Steel Knife,1};{Mediocre Cotton Pants,8};{Enormous Aluminum Computer,9};{Sleek Silk Knife,4};{Lightweight Wool Gloves,14};{Incredible Copper Car,9};{Ergonomic Cotton Shirt,2};{Mediocre Paper Keyboard,3};{Heavy Duty Linen Bench,3};{Aerodynamic Steel Wallet,5};{Incredible Linen Bottle,8};{Lightweight Concrete Coat,0};{Sleek Steel Bottle,8};{Fantastic Aluminum Pants,11};{Gorgeous Wool Hat,8};{Lightweight Marble Clock,9};{Intelligent Linen Shoes,13};{Awesome Concrete Car,14}
2020-00313|2020-06-15|Ditto-Axel|{Mediocre Silk Keyboard,3};{Intelligent Iron Chair,12};{Small Cotton Pants,9};{Small Wooden Shirt,2};{Rustic Marble Watch,8};{Fantastic Aluminum Coat,5};{Incredible Copper Pants,3};{Durable Copper Table,9};{Ergonomic Leather Lamp,4};{Heavy Duty Aluminum Gloves,3};{Enormous Plastic Lamp,4};{Sleek Aluminum Shirt,6};{Practical Paper Hat,13};{Heavy Duty Steel Shoes,2};{Mediocre Marble Clock,11};{Aerodynamic Plastic Keyboard,11};{Intelligent Bronze Hat,10};{Sleek Paper Lamp,0};{Awesome Concrete Car,1};{Aerodynamic Linen Bag,14};{Practical Copper Wallet,8}
2020-00434|2020-08-13|Rapidash-Lisa|{Sleek Granite Wallet,9};{Enormous Silk Shoes,8};{Intelligent Iron Chair,5};{Awesome Iron Keyboard,8};{Synergistic Concrete Chair,12};{Aerodynamic Silk Car,8};{Sleek Silk Bag,0};{Awesome Silk Hat,14};{Incredible Marble Bag,1};{Gorgeous Rubber Keyboard,8};{Synergistic Rubber Keyboard,2};{Mediocre Cotton Lamp,3};{Ergonomic Copper Computer,7};{Durable Plastic Car,1};{Ergonomic Aluminum Knife,14};{Gorgeous Leather Knife,4};{Incredible Wool Car,14};{Durable Wool Clock,11}
2020-00555|2020-10-20|Gyarados-Clara|{Gorgeous Wooden Car,13};{Enormous Rubber Clock,3};{Awesome Bronze Pants,12};{Synergistic Steel Knife,12};{Lightweight Bronze Car,6};{Aerodynamic Paper Chair,11};{Small Cotton Clock,4};{Synergistic Concrete Bottle,13};{Enormous Paper Bench,6};{Gorgeous Copper Gloves,6};{Incredible Wool Gloves,2};{Practical Cotton Bench,12};{Ergonomic Paper Lamp,13};{Aerodynamic Cotton Shoes,0};{Durable Aluminum Bottle,4};{Incredible Paper Keyboard,14};{Lightweight Copper Shirt,6};{Mediocre Granite Gloves,1};{Aerodynamic Plastic Keyboard,2};{Sleek Steel Hat,7};{Rustic Wool Lamp,11};{Durable Aluminum Knife,8};{Ergonomic Plastic Pants,10}
2020-00676|2020-12-23|Exeggcute-Camille|{Practical Aluminum Bag,14};{Ergonomic Rubber Keyboard,2};{Gorgeous Marble Wallet,3};{Mediocre Cotton Pants,12};{Heavy Duty Granite Plate,13};{Lightweight Wool Gloves,4};{Mediocre Marble Hat,14};{Ergonomic Aluminum Knife,3};{Small Wool Computer,13};{Awesome Cotton Chair,5};{Durable Plastic Chair,8};{Mediocre Concrete Table,4};{Practical Aluminum Bottle,0};{Synergistic Wool Pants,5};{Heavy Duty Steel Clock,9};{Intelligent Iron Gloves,11};{Aerodynamic Aluminum Shoes,8};{Small Cotton Clock,1};{Aerodynamic Paper Chair,9};{Sleek Iron Coat,9};{Enormous Plastic Plate,9};{Incredible Copper Shirt,0};{Enormous Wooden Coat,4};{Awesome Concrete Car,6};{Gorgeous Concrete Car,1}
2020-00312|2020-06-14|Rhydon-Laura|{Synergistic Copper Car,6};{Small Wool Pants,0};{Enormous Bronze Bottle,4};{Gorgeous Wooden Car,0};{Intelligent Wooden Plate,5};{Practical Wooden Shoes,11};{Heavy Duty Silk Computer,0};{Rustic Bronze Wallet,3};{Durable Copper Shoes,5};{Aerodynamic Wool Computer,0};{Practical Marble Hat,8};{Sleek Plastic Gloves,12};{Gorgeous Leather Computer,7};{Aerodynamic Plastic Car,7};{Ergonomic Granite Chair,12};{Ergonomic Rubber Clock,6}
2020-00433|2020-08-13|Moltres-Alice|{Aerodynamic Iron Car,14};{Synergistic Steel Shoes,10};{Durable Copper Shoes,4};{Lightweight Steel Car,2};{Ergonomic Marble Bench,4};{Small Aluminum Wallet,12};{Incredible Copper Car,3};{Mediocre Marble Bottle,7};{Mediocre Cotton Lamp,13};{Mediocre Copper Plate,11};{Ergonomic Cotton Plate,13};{Awesome Cotton Chair,8};{Practical Concrete Lamp,12};{Intelligent Granite Car,12};{Gorgeous Marble Bottle,7};{Heavy Duty Wooden Shirt,4};{Rustic Concrete Chair,2};{Aerodynamic Marble Watch,7};{Synergistic Bronze Watch,5};{Gorgeous Steel Shirt,4};{Practical Copper Chair,12};{Practical Cotton Bench,12};{Mediocre Marble Pants,10};{Enormous Wooden Shoes,14};{Lightweight Concrete Keyboard,11};{Awesome Wool Hat,11}
2020-00554|2020-10-20|Ditto-Axel|{Rustic Paper Bottle,1};{Intelligent Iron Chair,5};{Incredible Bronze Car,11};{Rustic Leather Knife,13};{Incredible Marble Bag,0};{Lightweight Steel Car,7};{Synergistic Silk Hat,1};{Rustic Marble Keyboard,14};{Heavy Duty Marble Watch,9};{Mediocre Paper Keyboard,6};{Fantastic Wooden Shirt,11};{Gorgeous Plastic Gloves,14};{Mediocre Concrete Table,4};{Practical Copper Bottle,10};{Small Bronze Wallet,3};{Heavy Duty Cotton Lamp,7};{Practical Concrete Lamp,12};{Awesome Aluminum Pants,0};{Intelligent Steel Car,4};{Practical Bronze Clock,1};{Small Marble Hat,9};{Fantastic Leather Lamp,7};{Heavy Duty Wooden Bench,4};{Practical Rubber Hat,12};{Sleek Steel Bottle,4};{Mediocre Marble Clock,8};{Small Marble Gloves,12};{Fantastic Linen Lamp,11};{Gorgeous Copper Wallet,5}
2020-00675|2020-12-23|Marowak-Léo|{Ergonomic Concrete Bag,1};{Durable Leather Clock,5};{Gorgeous Aluminum Clock,13};{Synergistic Concrete Clock,0};{Fantastic Iron Gloves,3};{Practical Aluminum Bag,1};{Fantastic Paper Clock,11};{Fantastic Silk Car,0};{Gorgeous Marble Wallet,14};{Awesome Silk Hat,14};{Lightweight Steel Hat,8};{Lightweight Steel Car,3};{Heavy Duty Granite Plate,11};{Durable Rubber Computer,10};{Small Aluminum Wallet,12};{Practical Marble Plate,6};{Intelligent Wooden Gloves,1};{Sleek Wool Car,0};{Practical Cotton Shoes,6};{Mediocre Granite Gloves,3};{Aerodynamic Linen Keyboard,3};{Heavy Duty Cotton Shirt,10};{Mediocre Wooden Keyboard,10};{Practical Concrete Lamp,7};{Small Paper Plate,7};{Intelligent Linen Gloves,9};{Aerodynamic Iron Keyboard,5};{Ergonomic Steel Car,10};{Practical Aluminum Bench,12};{Aerodynamic Plastic Car,7};{Gorgeous Aluminum Computer,0};{Intelligent Aluminum Keyboard,5};{Sleek Linen Chair,6};{Small Aluminum Chair,1}
2020-00311|2020-06-13|Primeape-Charlotte|{Practical Linen Chair,0};{Enormous Silk Shoes,14};{Rustic Paper Bottle,12};{Gorgeous Aluminum Clock,9};{Practical Wooden Shoes,9};{Gorgeous Marble Wallet,13};{Sleek Granite Chair,12};{Fantastic Leather Lamp,10};{Awesome Marble Gloves,1};{Rustic Paper Wallet,11};{Durable Rubber Computer,7};{Aerodynamic Marble Watch,0};{Rustic Wooden Bag,9};{Small Copper Plate,5};{Rustic Aluminum Clock,12};{Sleek Iron Coat,7};{Rustic Steel Shirt,3};{Small Steel Coat,12};{Intelligent Aluminum Shirt,5};{Fantastic Leather Pants,6};{Heavy Duty Leather Shirt,11};{Sleek Linen Chair,0};{Awesome Wooden Bench,2};{Practical Copper Bottle,0}
2020-00432|2020-08-12|Seel-Alice|{Sleek Granite Wallet,3};{Durable Leather Clock,11};{Gorgeous Leather Bottle,10};{Synergistic Cotton Lamp,5};{Awesome Silk Hat,10};{Fantastic Copper Clock,6};{Sleek Copper Pants,8};{Gorgeous Aluminum Bench,3};{Ergonomic Aluminum Knife,12};{Synergistic Paper Keyboard,2};{Ergonomic Copper Car,0};{Intelligent Copper Lamp,11};{Enormous Copper Car,5};{Ergonomic Rubber Clock,6};{Practical Rubber Plate,9};{Incredible Concrete Knife,6};{Fantastic Granite Computer,13};{Ergonomic Plastic Coat,11};{Sleek Aluminum Gloves,0};{Gorgeous Marble Bottle,0};{Small Paper Plate,14};{Enormous Plastic Car,11};{Aerodynamic Aluminum Shoes,14};{Sleek Silk Knife,8};{Synergistic Bronze Watch,1};{Gorgeous Cotton Lamp,10};{Durable Silk Hat,12};{Heavy Duty Copper Bottle,4};{Mediocre Wooden Gloves,10};{Rustic Linen Coat,3}
2020-00553|2020-10-20|Pikachu-Romane|{Small Wool Bottle,6};{Practical Wooden Shoes,10};{Enormous Plastic Knife,13};{Lightweight Cotton Coat,3};{Sleek Steel Shirt,0};{Rustic Steel Coat,1};{Incredible Leather Bench,11};{Enormous Aluminum Computer,4};{Ergonomic Wool Knife,4};{Aerodynamic Wool Knife,5};{Durable Aluminum Knife,4};{Lightweight Concrete Shirt,7};{Aerodynamic Iron Table,2};{Synergistic Iron Computer,11};{Gorgeous Marble Clock,11};{Incredible Wool Bottle,8};{Heavy Duty Silk Computer,12};{Aerodynamic Paper Chair,6};{Rustic Concrete Chair,6};{Aerodynamic Bronze Bench,13};{Gorgeous Leather Pants,10};{Ergonomic Copper Computer,2};{Enormous Plastic Plate,6};{Ergonomic Aluminum Wallet,8};{Mediocre Marble Clock,5};{Small Wooden Wallet,3}
2020-00674|2020-12-22|Rapidash-Lisa|{Ergonomic Silk Hat,13};{Lightweight Leather Computer,13};{Gorgeous Aluminum Clock,3};{Small Cotton Pants,6};{Synergistic Concrete Chair,5};{Sleek Paper Chair,4};{Gorgeous Marble Wallet,14};{Aerodynamic Copper Bottle,8};{Mediocre Paper Keyboard,7};{Heavy Duty Rubber Bag,1};{Intelligent Aluminum Shirt,7};{Small Wooden Knife,8};{Mediocre Steel Wallet,0};{Heavy Duty Cotton Shirt,4};{Synergistic Steel Bench,7};{Fantastic Marble Chair,10};{Ergonomic Wool Table,10};{Sleek Linen Car,9};{Small Cotton Clock,7};{Durable Wool Chair,6};{Ergonomic Copper Computer,3};{Enormous Plastic Plate,11};{Awesome Leather Bench,14};{Practical Leather Table,0};{Aerodynamic Plastic Car,4};{Rustic Wool Lamp,7};{Lightweight Wool Bottle,0}
2020-00310|2020-06-12|Wigglytuff-Axel|{Intelligent Wooden Bench,11};{Ergonomic Concrete Bag,6};{Practical Wooden Bench,12};{Awesome Aluminum Pants,8};{Practical Aluminum Bag,14};{Fantastic Silk Car,7};{Intelligent Steel Car,12};{Durable Copper Plate,3};{Enormous Marble Car,13};{Intelligent Wool Lamp,10};{Synergistic Wooden Clock,11};{Sleek Silk Knife,12};{Enormous Paper Bench,4};{Aerodynamic Wool Clock,8};{Mediocre Linen Wallet,5};{Rustic Aluminum Clock,0};{Rustic Steel Shirt,14};{Enormous Wooden Coat,11};{Heavy Duty Cotton Hat,1};{Incredible Silk Bench,2};{Lightweight Wool Wallet,4};{Mediocre Leather Shoes,6};{Aerodynamic Linen Bag,13}
2020-00431|2020-08-12|Gyarados-Clara|{Fantastic Iron Gloves,8};{Sleek Cotton Hat,4};{Small Wooden Shirt,10};{Intelligent Steel Car,6};{Sleek Bronze Table,4};{Mediocre Cotton Pants,0};{Mediocre Granite Bag,3};{Awesome Marble Gloves,9};{Heavy Duty Wooden Bench,5};{Small Aluminum Wallet,10};{Mediocre Marble Hat,8};{Gorgeous Steel Shirt,7};{Awesome Bronze Watch,1};{Durable Wooden Knife,8};{Awesome Copper Pants,2};{Heavy Duty Steel Table,4};{Small Wooden Knife,3};{Mediocre Leather Shoes,9};{Practical Copper Bottle,7}
2020-00552|2020-10-20|Ivysaur-Sarah|{Lightweight Cotton Coat,13};{Synergistic Cotton Lamp,2};{Enormous Steel Bottle,12};{Enormous Cotton Table,2};{Rustic Bronze Wallet,7};{Gorgeous Steel Lamp,13};{Durable Leather Chair,7};{Rustic Cotton Car,3};{Rustic Bronze Bag,2};{Aerodynamic Copper Bottle,6};{Heavy Duty Steel Shoes,14};{Aerodynamic Wool Knife,2};{Gorgeous Paper Coat,13};{Incredible Wool Car,10};{Intelligent Bronze Hat,10};{Ergonomic Rubber Clock,10};{Lightweight Concrete Shirt,14};{Fantastic Leather Pants,13};{Sleek Aluminum Computer,11};{Fantastic Granite Hat,11};{Fantastic Silk Hat,4};{Awesome Plastic Clock,8};{Awesome Wooden Hat,13};{Practical Wool Bag,11};{Practical Aluminum Bottle,8};{Intelligent Iron Gloves,2};{Small Marble Hat,0};{Aerodynamic Iron Keyboard,3};{Sleek Iron Coat,3};{Rustic Steel Shirt,8};{Mediocre Marble Pants,8};{Rustic Cotton Pants,6};{Ergonomic Concrete Knife,2};{Lightweight Concrete Keyboard,1};{Lightweight Wool Bottle,1};{Gorgeous Concrete Car,0}
